genome	cluster.x	size.x	extended_phylogeny.x	succinct_phylogeny.x	final_representative.x	rep_accession.x	final_classification.x	genus_count	designated_type_species	updated_classification.x	initial_classification.x	accession	genome_extended.x	genome_type.x	is_95ANI_rep.x	new_isolate.x	isolate_origin.x	name	cluster.y	size.y	extended_phylogeny.y	succinct_phylogeny.y	final_representative.y	rep_accession.y	ecogenomics_classificaion	classification_preprint	final_classification.y	updated_classification.y	initial_classification.y	accession_underscore	genome_extended.y	genome_type.y	is_95ANI_rep.y	new_isolate.y	existing_isolate	isolate_origin.y	RefSeq_Assembly_.IMG_Genome_ID	SAG_or_Isolate_ID	Genome_Origin	Subgroup	Included_in_read_recruitment	Sampling_Date_MM.DD.YY	Depth_m	Latitude_deg	Longitude_deg	Completeness.x	Contamination.x	GC.x	Genome_Size	Longest_Contig	Mean_Contig_Length	N50_contigs	Ambiguous_Bases	X._Predicted_Genes	X._Contigs	reference	Category	SAG	Sample	project	cruise_name	cruise_id	station	bottle_id	depth_m.x	latitude_degrees_north	longitude_degrees_east	sample_date	longhurst_province	full_file_name	GC.y	GC.std	Genome.size	X..ambiguous.bases	X..scaffolds	X..contigs	Longest.scaffold	Longest.contig	N50..scaffolds.	N50..contigs.	Mean.scaffold.length	Mean.contig.length	Coding.density	Translation.table	X..predicted.genes	Completeness.y	Contamination.y	number	X95_rep	mia_incl	type.x	lineage	environment_type	depth_m.y	cluster_88	cluster_95	cluster_98	red77	node_77	red88	node_88	red92	node_92	user_genome	user_genome.1	classification	genus_gtdb_count	msa_percent	closest_genome_ani	domain_gtdb	phylum_gtdb	class_gtdb	order_gtdb	family_gtdb	genus_gtdb	species_gtdb	X	X.1
GCA_902518165_1_AG_894_B06	cluster_000196	2	include	include	GCA_902518165.1_AG-894-B06	GCA_902518165.1	Ib.1.III	19	FALSE	Ib.1.III	Ib.1.III	GCA_902518165.1	GCA_902518165.1_AG-894-B06	SAG	TRUE	NA	NA	GCA_902518165_1_AG_894_B06	cluster_000196	2	include	include	GCA_902518165.1_AG-894-B06	GCA_902518165.1	NA	Ib.1.III	Ib.1.III	Ib.1.III	Ib.1.III	GCA_902518165_1	GCA_902518165.1_AG-894-B06	SAG	TRUE	NA	NA	NA	GCA_902518165.1	AG-894-B06	SAG	Ib.1.III	no	7/14/09	10	31.07	-64.17	95.2	0	0.293	1226025	234396	35029.2857	144772	0	1306	35	Pachiadaki_et_al__2019	SAG	AG-894-B06	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902518165.1_AG-894-B06_genomic	0.292966294	0.031481136	1226025	0	35	35	234396	234396	144772	144772	35029.28571	35029.28571	0.966048816	11	1306	95.18072289	0	59	no	incl	SAG	Ib.1.III	offshore	10	cluster_000007	cluster_000070	cluster_000410	RED77_6	557	RED88_20	863	RED92_42	872	GCA_902518165.1	GCA_902518165.1_AG-894-B06_BATS_Mixed_Layer_~20%_narB_SAR11_Surface1_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902518165	12	80.95	99.99	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902544135	NA	NA
GCA_902543295_1_AG_900_G16	cluster_000343	2	include	include	GCA_902543295.1_AG-900-G16	GCA_902543295.1	Ib.1.III	19	FALSE	Ib.1.III	Ib.1.III	GCA_902543295.1	GCA_902543295.1_AG-900-G16	SAG	TRUE	NA	NA	GCA_902543295_1_AG_900_G16	cluster_000343	2	include	include	GCA_902543295.1_AG-900-G16	GCA_902543295.1	NA	Ib.1.III	Ib.1.III	Ib.1.III	Ib.1.III	GCA_902543295_1	GCA_902543295.1_AG-900-G16	SAG	TRUE	NA	NA	NA	GCA_902543295.1	AG-900-G16	SAG	Ib.1.III	yes	7/14/09	10	31.07	-64.17	94.8	0	0.2927	1309971	361958	77057.1177	209818	0	1379	17	Pachiadaki_et_al__2019	SAG	AG-900-G16	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902543295.1_AG-900-G16_genomic	0.292691976	0.025835296	1309971	0	17	17	361958	361958	209818	209818	77057.11765	77057.11765	0.96742218	11	1379	94.82636428	0	120	yes	incl	SAG	Ib.1.III	offshore	10	cluster_000007	cluster_000282	cluster_000132	RED77_6	557	RED88_20	863	RED92_42	872	GCA_902543295.1	GCA_902543295.1_AG-900-G16_BATS_Mixed_Layer_~20%_narB_SAR11_Surface1_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902543295	12	82.01	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902596515	NA	NA
GCA_902570695_1_AG_909_F14	cluster_000095	3	include	include	GCA_902570695.1_AG-909-F14	GCA_902570695.1	Ib.1.III	19	FALSE	Ib.1.III	Ib	GCA_902570695.1	GCA_902570695.1_AG-909-F14	SAG	TRUE	NA	NA	GCA_902570695_1_AG_909_F14	cluster_000095	3	include	include	GCA_902570695.1_AG-909-F14	GCA_902570695.1	NA	Ib.1.III	Ib.1.III	Ib.1.III	Ib	GCA_902570695_1	GCA_902570695.1_AG-909-F14	SAG	TRUE	NA	NA	NA	GCA_902570695.1	AG-909-F14	SAG	Ib.1.III	no	7/14/09	10	31.07	-64.17	97.6	0	0.2922	1300591	301691	48170.037	166340	0	1364	27	Pachiadaki_et_al__2019	SAG	AG-909-F14	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902570695.1_AG-909-F14_genomic	0.292190243	0.023979445	1300591	0	27	27	301691	301691	166340	166340	48170.03704	48170.03704	0.966971938	11	1364	97.59036145	0	179	no	incl	SAG	Ib	offshore	10	cluster_000007	cluster_000188	cluster_000274	RED77_6	557	RED88_20	863	RED92_42	872	GCA_902570695.1	GCA_902570695.1_AG-909-F14_BATS_Mixed_Layer_~20%_narB_SAR11_Surface1_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902570695	12	70.94	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902576045	NA	NA
GCA_902616245_1_AG_892_B11	cluster_000035	5	include	include	GCA_902616245.1_AG-892-B11	GCA_902616245.1	Ib.1.III	19	FALSE	Ib.1.III	Ib	GCA_902616245.1	GCA_902616245.1_AG-892-B11	SAG	TRUE	NA	NA	GCA_902616245_1_AG_892_B11	cluster_000035	5	include	include	GCA_902616245.1_AG-892-B11	GCA_902616245.1	NA	Ib.1.III	Ib.1.III	Ib.1.III	Ib	GCA_902616245_1	GCA_902616245.1_AG-892-B11	SAG	TRUE	NA	NA	NA	GCA_902616245.1	AG-892-B11	SAG	Ib.1.III	no	7/14/09	10	31.07	-64.17	95.3	0	0.2913	1310922	536333	109243.5	261666	0	1370	12	Pachiadaki_et_al__2019	SAG	AG-892-B11	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902616245.1_AG-892-B11_genomic	0.291274386	0.013863358	1310922	0	12	12	536333	536333	261666	261666	109243.5	109243.5	0.966701299	11	1370	95.29025192	0	328	no	incl	SAG	Ib	offshore	10	cluster_000007	cluster_000045	cluster_000029	RED77_6	557	RED88_20	863	RED92_42	872	GCA_902616245.1	GCA_902616245.1_AG-892-B11_BATS_Mixed_Layer_~20%_narB_SAR11_Surface1_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902616245	12	69.41	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter_A	s__Pelagibacter_A sp902578315	NA	NA
GCA_902617415_1_AG_892_F15	cluster_000027	6	include	include	GCA_902617415.1_AG-892-F15	GCA_902617415.1	Ib.1.III	19	TRUE	Ib.1.III	Ib.1.III	GCA_902617415.1	GCA_902617415.1_AG-892-F15	SAG	TRUE	NA	NA	GCA_902617415_1_AG_892_F15	cluster_000027	6	include	include	GCA_902617415.1_AG-892-F15	GCA_902617415.1	NA	Ib.1.III	Ib.1.III	Ib.1.III	Ib.1.III	GCA_902617415_1	GCA_902617415.1_AG-892-F15	SAG	TRUE	NA	NA	NA	GCA_902617415.1	AG-892-F15	SAG	Ib.1.III	no	7/14/09	10	31.07	-64.17	98.8	0	0.292	1397227	316149	93148.4667	262712	0	1478	15	Pachiadaki_et_al__2019	SAG	AG-892-F15	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902617415.1_AG-892-F15_genomic	0.291968306	0.018398658	1397227	0	15	15	316149	316149	262712	262712	93148.46667	93148.46667	0.966588822	11	1478	98.79518072	0	334	no	incl	SAG	Ib.1.III	offshore	10	cluster_000007	cluster_000029	cluster_000181	RED77_6	557	RED88_20	863	RED92_42	872	GCA_902617415.1	GCA_902617415.1_AG-892-F15_BATS_Mixed_Layer_~20%_narB_SAR11_Surface1_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902617415	12	82.7	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter_A	s__Pelagibacter_A sp902587515	NA	NA
GCA_902599665_1_AG_916_O20	cluster_000279	1	include	include	GCA_902599665.1_AG-916-O20	GCA_902599665.1	Ib.2	20	FALSE	Ib.2	Ib.2	GCA_902599665.1	GCA_902599665.1_AG-916-O20	SAG	TRUE	NA	NA	GCA_902599665_1_AG_916_O20	cluster_000279	1	include	include	GCA_902599665.1_AG-916-O20	GCA_902599665.1	NA	Ib.2.I	Ib.2	Ib.2	Ib.2	GCA_902599665_1	GCA_902599665.1_AG-916-O20	SAG	TRUE	NA	NA	NA	GCA_902599665.1	AG-916-O20	SAG	Ib.2.I	yes	7/14/09	10	31.07	-64.17	89.2	0	0.2952	1215504	148426	29646.439	81998	0	1305	41	Pachiadaki_et_al__2019	SAG	AG-916-O20	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902599665.1_AG-916-O20_genomic	0.295188662	0.030692767	1215504	0	41	41	148426	148426	81998	81998	29646.43902	29646.43902	0.965358403	11	1305	89.15662651	0	281	yes	incl	SAG	Ib.2	offshore	10	cluster_000008	cluster_000217	cluster_000060	RED77_6	557	RED88_20	863	RED92_41	921	GCA_902599665.1	GCA_902599665.1_AG-916-O20_BATS_Mixed_Layer_~20%_narB_SAR11_Surface1_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902599665	12	NA	NA	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__AAA240-E13	s__AAA240-E13 sp000504605	NA	NA
GCA_902562645_1_AG_907_F09	cluster_000212	1	include	include	GCA_902562645.1_AG-907-F09	GCA_902562645.1	Ib.2	20	FALSE	Ib.2	Ib.2	GCA_902562645.1	GCA_902562645.1_AG-907-F09	SAG	TRUE	NA	NA	GCA_902562645_1_AG_907_F09	cluster_000212	1	include	include	GCA_902562645.1_AG-907-F09	GCA_902562645.1	NA	Ib.2.I	Ib.2	Ib.2	Ib.2	GCA_902562645_1	GCA_902562645.1_AG-907-F09	SAG	TRUE	NA	NA	NA	GCA_902562645.1	AG-907-F09	SAG	Ib.2.I	yes	7/14/09	10	31.07	-64.17	88.9	0	0.2927	1215757	146977	31993.6053	62806	0	1298	38	Pachiadaki_et_al__2019	SAG	AG-907-F09	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902562645.1_AG-907-F09_genomic	0.292652232	0.022913852	1215757	0	38	38	146977	146977	62806	62806	31993.60526	31993.60526	0.967127477	11	1298	88.87313962	0	163	yes	incl	SAG	Ib.2	offshore	10	cluster_000008	cluster_000289	cluster_000273	RED77_6	557	RED88_20	863	RED92_41	921	GCA_902562645.1	GCA_902562645.1_AG-907-F09_BATS_Mixed_Layer_~20%_narB_SAR11_Surface1_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902562645	12	73.05	95.27	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902560075	NA	NA
GCA_902547535_1_AG_901_I06	cluster_000186	1	include	include	GCA_902547535.1_AG-901-I06	GCA_902547535.1	Ib.2	20	FALSE	Ib.2	Ib.2	GCA_902547535.1	GCA_902547535.1_AG-901-I06	SAG	TRUE	NA	NA	GCA_902547535_1_AG_901_I06	cluster_000186	1	include	include	GCA_902547535.1_AG-901-I06	GCA_902547535.1	NA	Ib.2.I	Ib.2	Ib.2	Ib.2	GCA_902547535_1	GCA_902547535.1_AG-901-I06	SAG	TRUE	NA	NA	NA	GCA_902547535.1	AG-901-I06	SAG	Ib.2.I	yes	7/14/09	10	31.07	-64.17	85.4	0	0.2944	1279909	529711	127990.9	354850	0	1332	10	Pachiadaki_et_al__2019	SAG	AG-901-I06	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902547535.1_AG-901-I06_genomic	0.294409212	0.014634061	1279909	0	10	10	529711	529711	354850	354850	127990.9	127990.9	0.967643793	11	1332	85.40042523	0	130	yes	incl	SAG	Ib.2	offshore	10	cluster_000008	cluster_000082	cluster_000154	RED77_6	557	RED88_20	863	RED92_41	921	GCA_902547535.1	GCA_902547535.1_AG-901-I06_BATS_Mixed_Layer_~20%_narB_SAR11_Surface1_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902547535	12	76.27	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902536765	NA	NA
GCA_902589395_1_AG_439_G13	cluster_000346	1	include	include	GCA_902589395.1_AG-439-G13	GCA_902589395.1	Ib.2	20	FALSE	Ib.2	Ib.2	GCA_902589395.1	GCA_902589395.1_AG-439-G13	SAG	TRUE	NA	NA	GCA_902589395_1_AG_439_G13	cluster_000346	1	include	include	GCA_902589395.1_AG-439-G13	GCA_902589395.1	NA	Ib.2.I	Ib.2	Ib.2	Ib.2	GCA_902589395_1	GCA_902589395.1_AG-439-G13	SAG	TRUE	NA	NA	NA	GCA_902589395.1	AG-439-G13	SAG	Ib.2.I	yes	12/10/11	71.6	17.4	-24.5	86.9	0	0.2934	1180905	268756	25671.8478	47169	0	1254	46	Pachiadaki_et_al__2019	SAG	AG-439-G13	SWC-18	GEOTRACES	GA03(L2)	KN204	24	846716	71.6	17.4	_24.5	12/10/11	NATR	GCA_902589395.1_AG-439-G13_genomic	0.293369915	0.030250751	1180905	0	46	46	268756	268756	47169	47169	25671.84783	25671.84783	0.96544684	11	1254	86.88228851	0	241	yes	incl	SAG	Ib.2	offshore	71.6	cluster_000008	cluster_000308	cluster_000093	RED77_6	557	RED88_20	863	RED92_41	921	GCA_902589395.1	GCA_902589395.1_AG-439-G13_TENATSO_time-series_station_SAR11_Surface1_Mid_S_Atlantic_72	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902589395	12	84.95	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902583075	NA	NA
GCA_902583075_1_AG_912_G22	cluster_000018	1	include	include	GCA_902583075.1_AG-912-G22	GCA_902583075.1	Ib.2	20	TRUE	Ib.2	Ib.2	GCA_902583075.1	GCA_902583075.1_AG-912-G22	SAG	TRUE	NA	NA	GCA_902583075_1_AG_912_G22	cluster_000018	1	include	include	GCA_902583075.1_AG-912-G22	GCA_902583075.1	NA	Ib.2.I	Ib.2	Ib.2	Ib.2	GCA_902583075_1	GCA_902583075.1_AG-912-G22	SAG	TRUE	NA	NA	NA	GCA_902583075.1	AG-912-G22	SAG	Ib.2.I	yes	7/14/09	10	31.07	-64.17	98.8	0	0.2939	1186957	421787	79130.4667	272648	0	1262	15	Pachiadaki_et_al__2019	SAG	AG-912-G22	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902583075.1_AG-912-G22_genomic	0.29386827	0.022411693	1186957	0	15	15	421787	421787	272648	272648	79130.46667	79130.46667	0.964592652	11	1262	98.79518072	0	224	yes	incl	SAG	Ib.2	offshore	10	cluster_000008	cluster_000139	cluster_000044	RED77_6	557	RED88_20	863	RED92_41	921	GCA_902583075.1	GCA_902583075.1_AG-912-G22_BATS_Mixed_Layer_~20%_narB_SAR11_Surface1_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902583075	12	72.81	99.78	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902558435	NA	NA
GCA_902517495_1_AG_325_P23	cluster_000206	1	include	include	GCA_902517495.1_AG-325-P23	GCA_902517495.1	Ib.2	20	FALSE	Ib.2	Ib.2	GCA_902517495.1	GCA_902517495.1_AG-325-P23	SAG	TRUE	NA	NA	GCA_902517495_1_AG_325_P23	cluster_000206	1	include	include	GCA_902517495.1_AG-325-P23	GCA_902517495.1	NA	Ib.2.I	Ib.2	Ib.2	Ib.2	GCA_902517495_1	GCA_902517495.1_AG-325-P23	SAG	TRUE	NA	NA	NA	GCA_902517495.1	AG-325-P23	SAG	Ib.2.I	yes	11/29/10	14	-23.46	-88.77	85.5	0	0.2969	1049953	156274	22825.0652	43121	0	1113	46	Pachiadaki_et_al__2019	SAG	AG-325-P23	SWC-03	CMORE	BIGRAPA	MV1015	4	100402922	14	_23.46	_88.77	11/29/10	SPSG	GCA_902517495.1_AG-325-P23_genomic	0.296907576	0.023253807	1049953	0	46	46	156274	156274	43121	43121	22825.06522	22825.06522	0.963061204	11	1113	85.54216867	0	56	yes	incl	SAG	Ib.2	offshore	14	cluster_000008	cluster_000186	cluster_000439	RED77_6	557	RED88_20	863	RED92_41	921	GCA_902517495.1	GCA_902517495.1_AG-325-P23_Mixed_layer_50%_PAR_SAR11_Surface1_North_Chile_offshore_14	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902517495	12	66.77	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902526645	NA	NA
GCA_902594335_1_AG_915_K07	cluster_000164	1	include	include	GCA_902594335.1_AG-915-K07	GCA_902594335.1	Ib.2	20	FALSE	Ib.2	Ib.2	GCA_902594335.1	GCA_902594335.1_AG-915-K07	SAG	TRUE	NA	NA	GCA_902594335_1_AG_915_K07	cluster_000164	1	include	include	GCA_902594335.1_AG-915-K07	GCA_902594335.1	NA	Ib.2.I	Ib.2	Ib.2	Ib.2	GCA_902594335_1	GCA_902594335.1_AG-915-K07	SAG	TRUE	NA	NA	NA	GCA_902594335.1	AG-915-K07	SAG	Ib.2.I	yes	7/14/09	10	31.07	-64.17	84.9	0	0.2963	1181254	166815	47250.16	107921	0	1240	25	Pachiadaki_et_al__2019	SAG	AG-915-K07	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902594335.1_AG-915-K07_genomic	0.296278362	0.018069346	1181254	0	25	25	166815	166815	107921	107921	47250.16	47250.16	0.964676522	11	1240	84.93975904	0	255	yes	incl	SAG	Ib.2	offshore	10	cluster_000008	cluster_000129	cluster_000104	RED77_6	557	RED88_20	863	RED92_41	921	GCA_902594335.1	GCA_902594335.1_AG-915-K07_BATS_Mixed_Layer_~20%_narB_SAR11_Surface1_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902594335	12	70.11	99.93	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902555585	NA	NA
GCA_902520695_1_AG_894_L17	cluster_000338	1	include	include	GCA_902520695.1_AG-894-L17	GCA_902520695.1	Ib.2	20	FALSE	Ib.2	Ib.2	GCA_902520695.1	GCA_902520695.1_AG-894-L17	SAG	TRUE	NA	NA	GCA_902520695_1_AG_894_L17	cluster_000338	1	include	include	GCA_902520695.1_AG-894-L17	GCA_902520695.1	NA	Ib.2.I	Ib.2	Ib.2	Ib.2	GCA_902520695_1	GCA_902520695.1_AG-894-L17	SAG	TRUE	NA	NA	NA	GCA_902520695.1	AG-894-L17	SAG	Ib.2.I	yes	7/14/09	10	31.07	-64.17	85.9	0	0.2952	1271885	235793	45424.4643	97862	0	1331	28	Pachiadaki_et_al__2019	SAG	AG-894-L17	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902520695.1_AG-894-L17_genomic	0.295248391	0.025540506	1271885	0	28	28	235793	235793	97862	97862	45424.46429	45424.46429	0.967049694	11	1331	85.9437751	0	66	yes	incl	SAG	Ib.2	offshore	10	cluster_000008	cluster_000148	cluster_000259	RED77_6	557	RED88_20	863	RED92_41	921	GCA_902520695.1	GCA_902520695.1_AG-894-L17_BATS_Mixed_Layer_~20%_narB_SAR11_Surface1_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902520695	12	86.1	N/A	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__	NA	NA
GCA_902524115_1_AG_337_C14	cluster_000327	1	include	include	GCA_902524115.1_AG-337-C14	GCA_902524115.1	Ib.2	20	FALSE	Ib.2	Ib.2	GCA_902524115.1	GCA_902524115.1_AG-337-C14	SAG	TRUE	NA	NA	GCA_902524115_1_AG_337_C14	cluster_000327	1	include	include	GCA_902524115.1_AG-337-C14	GCA_902524115.1	NA	Ib.2.I	Ib.2	Ib.2	Ib.2	GCA_902524115_1	GCA_902524115.1_AG-337-C14	SAG	TRUE	NA	NA	NA	GCA_902524115.1	AG-337-C14	SAG	Ib.2.I	yes	12/8/10	14	-26.25	-103.96	86.3	0	0.2977	1115346	128430	29351.2105	96312	0	1196	38	Pachiadaki_et_al__2019	SAG	AG-337-C14	SWC-05	CMORE	BIGRAPA	MV1015	7	100705722	14	_26.25	_103.96	12/8/10	SPSG	GCA_902524115.1_AG-337-C14_genomic	0.29767265	0.026201535	1115346	0	38	38	128430	128430	96312	96312	29351.21053	29351.21053	0.966526979	11	1196	86.30887185	0	72	yes	incl	SAG	Ib.2	offshore	14	cluster_000008	cluster_000036	cluster_000123	RED77_6	557	RED88_20	863	RED92_41	921	GCA_902524115.1	GCA_902524115.1_AG-337-C14_Mixed_layer_50%_PAR_SAR11_Surface1_North_Chile_offshore_14	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902524115	12	62.74	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp003213155	NA	NA
GCA_902605865_1_AG_461_L09	cluster_000033	1	include	include	GCA_902605865.1_AG-461-L09	GCA_902605865.1	Ib.2	20	FALSE	Ib.2	Ib.2	GCA_902605865.1	GCA_902605865.1_AG-461-L09	SAG	TRUE	NA	NA	GCA_902605865_1_AG_461_L09	cluster_000033	1	include	include	GCA_902605865.1_AG-461-L09	GCA_902605865.1	NA	Ib.2.I	Ib.2	Ib.2	Ib.2	GCA_902605865_1	GCA_902605865.1_AG-461-L09	SAG	TRUE	NA	NA	NA	GCA_902605865.1	AG-461-L09	SAG	Ib.2.I	yes	5/31/11	76	-32.5	-170	92.8	0	0.2953	1244271	196416	41475.7	152316	0	1327	30	Pachiadaki_et_al__2019	SAG	AG-461-L09	SWC-22	GEOTRACES	GP13(L1)	SS2011	38	1224245	76	_32.5	_170	5/31/11	SPSG	GCA_902605865.1_AG-461-L09_genomic	0.295300622	0.022364654	1244271	0	30	30	196416	196416	152316	152316	41475.7	41475.7	0.966870561	11	1327	92.77108434	0	292	yes	incl	SAG	Ib.2	offshore	76	cluster_000008	cluster_000356	cluster_000379	RED77_6	557	RED88_20	863	RED92_41	921	GCA_902605865.1	GCA_902605865.1_AG-461-L09_32.5_S_Line_SW_Pacific_SAR11_Surface1_SouthPacific_NorthNZ_offshore_76	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902605865	12	NA	NA	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__AG-414-E02	s__AG-414-E02 sp003214615	NA	NA
